ID;Funcionário_deixou_a_empresa;Idade;Frequência de Viagens;Distância_do_trabalho;Formação;E-Sat;Gênero;Estado_Civil;Salário;Qte_Empresas_Trabalhadas;Faz_hora_extras?;Perc_de_aumento;Qte_ações_da_empresa;Tempo_de_carreira;Horas_de_treinamento;Equilibrio_de_Vida;Tempo_de_empresa;Anos_no_mesmo_cargo;Anos_desde_a_ultima_promocao;Anos_com_o_mesmo_chefe
1230;Não;40;Viaja raramente;8;Ensino Técnico;Médio;M;Casado;6516;2;Sim;16;1;18;3;Muito bom;1;0;0;0
1231;Não;24;Viaja raramente;29;Ensino Médio;Médio;H;Divorciado;3907;1;Não;13;3;6;2;Excelente;6;2;1;2
1232;Não;46;Viaja raramente;13;Mestrado;Alto;H;Solteiro;5562;6;Não;14;0;19;3;Muito bom;10;7;0;9
1233;Não;35;Viaja raramente;27;Mestrado;Muito Alto;H;Casado;6883;2;Não;16;1;17;3;Muito bom;7;7;0;7
1234;Não;30;Viaja raramente;16;Ensino Médio;Médio;H;Casado;2862;1;Não;12;1;10;2;Bom;10;0;0;8
1235;Não;47;Não viaja;2;Mestrado;Alto;H;Casado;4978;7;Não;11;1;4;3;Ruim;1;0;0;0
1236;Não;46;Viaja raramente;2;Ensino Superior;Alto;H;Divorciado;10368;4;Sim;12;1;13;5;Bom;10;6;0;3
1237;Sim;36;Viaja raramente;13;Doutorado;Médio;H;Divorciado;6134;5;Sim;13;3;16;3;Muito bom;2;2;2;2
1238;Sim;32;Viaja raramente;1;Ensino Técnico;Baixo;H;Solteiro;6735;6;Não;15;0;10;2;Muito bom;0;0;0;0
1239;Não;23;Viaja raramente;4;Ensino Médio;Alto;M;Solteiro;3295;1;Não;13;0;3;3;Ruim;3;2;1;2
1240;Não;31;Viaja frequentemente;24;Ensino Médio;Muito Alto;M;Solteiro;5238;2;Não;20;0;9;3;Bom;5;4;1;4
1241;Não;39;Não viaja;1;Ensino Superior;Muito Alto;H;Casado;6472;1;Sim;15;1;9;2;Muito bom;9;8;5;8
1242;Não;32;Viaja raramente;19;Ensino Superior;Muito Alto;H;Casado;9610;3;Não;13;1;10;2;Ruim;4;3;0;2
1243;Não;40;Viaja raramente;7;Mestrado;Médio;H;Solteiro;19833;1;Não;14;0;21;3;Bom;21;8;12;8
1244;Não;45;Viaja raramente;4;Ensino Superior;Alto;M;Casado;9756;4;Não;21;2;9;2;Excelente;5;0;0;3
1245;Não;30;Viaja frequentemente;2;Mestrado;Muito Alto;M;Solteiro;4968;0;Não;16;0;10;2;Muito bom;9;7;0;7
1246;Não;24;Viaja frequentemente;10;Ensino Superior;Baixo;H;Casado;2145;0;Não;14;1;3;2;Muito bom;2;2;2;1
1247;Sim;30;Viaja frequentemente;8;Ensino Superior;Alto;M;Divorciado;2180;6;Não;11;1;6;0;Bom;4;2;1;2
1248;Não;31;Viaja raramente;5;Ensino Superior;Baixo;H;Casado;8346;1;Não;19;1;6;3;Muito bom;5;2;0;2
1249;Não;27;Viaja raramente;8;Ensino Superior;Alto;M;Solteiro;3445;1;Não;11;0;6;5;Bom;6;2;1;4
1250;Sim;29;Viaja raramente;9;Ensino Superior;Médio;M;Solteiro;2760;1;Não;13;0;2;3;Muito bom;2;2;2;2
1251;Não;29;Viaja frequentemente;1;Ensino Superior;Muito Alto;H;Solteiro;6294;8;Sim;12;0;10;5;Excelente;3;2;0;2
1252;Não;30;Viaja raramente;15;Ensino Técnico;Alto;H;Divorciado;7140;2;Não;11;1;12;2;Muito bom;7;7;1;7
1253;Não;34;Viaja raramente;2;Mestrado;Muito Alto;H;Casado;2932;0;Sim;14;3;6;3;Muito bom;5;0;1;2
1254;Não;33;Não viaja;2;Ensino Superior;Muito Alto;M;Solteiro;5147;8;Não;15;0;13;2;Bom;11;7;1;7
1255;Não;49;Viaja raramente;11;Mestrado;Muito Alto;M;Solteiro;4507;3;Não;12;0;8;1;Excelente;5;1;0;4
1256;Sim;33;Viaja raramente;16;Ensino Superior;Baixo;M;Solteiro;8564;2;Sim;20;0;11;2;Bom;0;0;0;0
1257;Não;38;Viaja frequentemente;2;Ensino Técnico;Alto;M;Casado;2468;4;Não;14;1;9;4;Bom;6;1;0;5
1258;Sim;31;Viaja raramente;16;Mestrado;Baixo;H;Casado;8161;2;Não;13;3;10;2;Muito bom;1;0;0;0
1259;Não;29;Viaja raramente;4;Ensino Superior;Muito Alto;M;Divorciado;2109;1;Não;13;1;1;2;Muito bom;1;0;0;0
1260;Não;30;Viaja raramente;16;Ensino Superior;Alto;H;Casado;5294;3;Não;16;1;10;3;Muito bom;7;0;1;7
1261;Não;32;Não viaja;5;Mestrado;Médio;H;Solteiro;2718;2;Não;14;0;12;3;Muito bom;7;7;0;7
1262;Não;38;Viaja raramente;18;Ensino Superior;Médio;H;Casado;5811;3;Sim;16;1;15;2;Muito bom;1;0;1;0
1263;Sim;43;Viaja frequentemente;17;Ensino Superior;Alto;H;Casado;2437;9;Sim;16;1;6;4;Muito bom;1;0;0;0
1264;Não;42;Viaja raramente;12;Ensino Superior;Médio;H;Divorciado;2766;8;Não;22;3;7;6;Bom;5;3;0;4
1265;Não;55;Viaja raramente;2;Ensino Superior;Alto;H;Casado;19038;8;Não;12;3;34;2;Muito bom;1;0;0;0
1266;Não;33;Não viaja;4;Ensino Superior;Muito Alto;H;Divorciado;3055;5;Não;15;2;11;2;Bom;9;8;1;7
1267;Não;41;Viaja raramente;9;Mestrado;Alto;H;Divorciado;2289;1;Não;20;2;5;2;Muito bom;5;3;0;4
1268;Não;34;Não viaja;10;Ensino Superior;Muito Alto;H;Divorciado;4001;1;Sim;14;1;15;3;Muito bom;15;14;0;7
1269;Não;53;Não viaja;1;Mestrado;Baixo;M;Casado;12965;4;Sim;20;3;27;2;Bom;3;2;0;2
1270;Não;43;Viaja raramente;2;Ensino Superior;Médio;H;Solteiro;3539;0;Não;13;0;10;5;Muito bom;9;7;1;8
1271;Não;34;Viaja raramente;3;Ensino Técnico;Muito Alto;M;Solteiro;6029;5;Não;12;0;6;3;Muito bom;2;2;2;2
1272;Sim;21;Viaja raramente;7;Ensino Médio;Médio;H;Solteiro;2679;1;Não;13;0;1;3;Muito bom;1;0;1;0
1273;Não;38;Viaja raramente;6;Ensino Técnico;Muito Alto;M;Casado;3702;1;Não;11;1;5;3;Muito bom;5;4;0;4
1274;Sim;22;Viaja raramente;8;Ensino Médio;Alto;M;Casado;2398;1;Sim;17;0;1;6;Muito bom;1;0;0;0
1275;Não;31;Viaja raramente;29;Mestrado;Baixo;M;Casado;5468;1;Não;14;2;13;3;Muito bom;12;7;5;7
1276;Não;51;Viaja raramente;3;Ensino Superior;Baixo;M;Casado;13116;2;Não;11;0;15;2;Muito bom;2;2;2;2
1277;Não;37;Viaja raramente;9;Ensino Técnico;Médio;H;Casado;4189;1;Não;14;2;5;2;Muito bom;5;2;0;3
1278;Não;46;Viaja raramente;2;Mestrado;Alto;H;Divorciado;19328;7;Sim;17;1;24;3;Muito bom;2;1;2;2
1279;Não;36;Viaja raramente;10;Ensino Superior;Muito Alto;H;Casado;8321;7;Sim;13;1;15;1;Muito bom;12;8;5;7
1280;Sim;44;Viaja frequentemente;1;Ensino Técnico;Alto;H;Divorciado;2342;1;Sim;12;3;6;2;Bom;5;3;2;3
1281;Não;37;Viaja raramente;8;Ensino Técnico;Alto;H;Divorciado;4071;2;Não;13;0;19;4;Bom;10;0;4;7
1282;Sim;35;Viaja raramente;27;Ensino Superior;Alto;H;Solteiro;5813;1;Sim;18;0;10;2;Muito bom;10;7;7;7
1283;Não;33;Viaja raramente;8;Mestrado;Muito Alto;H;Casado;3143;6;Não;19;1;14;1;Muito bom;10;8;7;6
1284;Não;28;Viaja raramente;1;Ensino Superior;Alto;H;Casado;2044;1;Não;11;1;5;6;Excelente;5;3;0;3
1285;Não;39;Viaja raramente;10;Ensino Médio;Alto;H;Solteiro;13464;7;Não;21;0;9;3;Muito bom;4;3;2;2
1286;Não;46;Não viaja;26;Ensino Técnico;Médio;H;Solteiro;7991;8;Não;15;0;6;3;Muito bom;2;2;2;2
1287;Não;40;Viaja raramente;2;Ensino Técnico;Alto;M;Casado;3377;4;Não;17;1;7;5;Bom;4;3;0;2
1288;Não;42;Viaja raramente;13;Ensino Superior;Médio;H;Casado;5538;5;Não;18;2;10;2;Bom;0;0;0;0
1289;Não;35;Não viaja;2;Ensino Técnico;Médio;H;Divorciado;5762;2;Não;14;1;15;6;Muito bom;7;7;1;7
1290;Não;38;Não viaja;2;Ensino Superior;Baixo;H;Divorciado;2592;5;Não;13;3;13;3;Muito bom;11;10;3;8
1291;Sim;34;Viaja frequentemente;9;Mestrado;Muito Alto;H;Casado;5346;4;Não;17;1;11;3;Bom;7;1;0;7
1292;Sim;37;Viaja raramente;10;Mestrado;Muito Alto;H;Solteiro;4213;1;Não;15;0;10;4;Ruim;10;3;0;8
1293;Não;39;Viaja frequentemente;20;Ensino Superior;Alto;H;Divorciado;4127;2;Não;18;1;7;6;Muito bom;2;1;2;2
1294;Não;43;Não viaja;9;Ensino Superior;Baixo;H;Solteiro;2438;4;Não;13;0;7;2;Bom;3;2;1;2
1295;Não;41;Viaja raramente;5;Ensino Superior;Médio;H;Solteiro;6870;3;Não;12;0;11;3;Ruim;3;2;1;2
1296;Não;41;Viaja raramente;4;Ensino Médio;Alto;M;Divorciado;10447;0;Sim;13;1;23;3;Excelente;22;14;13;5
1297;Não;30;Viaja raramente;10;Ensino Superior;Baixo;M;Solteiro;9667;9;Não;14;0;9;3;Muito bom;7;7;0;2
1298;Sim;26;Viaja raramente;20;Ensino Técnico;Muito Alto;M;Casado;2148;0;Sim;11;0;6;3;Muito bom;5;1;1;4
1299;Sim;46;Viaja raramente;21;Ensino Técnico;Muito Alto;M;Casado;8926;4;Não;22;1;13;2;Excelente;9;7;3;7
1300;Não;40;Viaja raramente;1;Ensino Superior;Alto;M;Divorciado;6513;4;Não;17;1;12;3;Muito bom;5;3;0;3
1301;Não;34;Viaja raramente;8;Ensino Técnico;Médio;H;Casado;6799;1;Não;21;2;10;5;Muito bom;10;8;4;8
1302;Não;58;Não viaja;2;Ensino Superior;Médio;H;Divorciado;16291;4;Não;22;1;37;0;Bom;16;9;14;14
1303;Não;35;Viaja raramente;23;Mestrado;Médio;H;Casado;2705;0;Não;16;1;6;2;Excelente;5;4;0;3
1304;Não;47;Viaja raramente;4;Ensino Superior;Alto;M;Divorciado;10333;8;Sim;12;1;28;4;Muito bom;22;11;14;10
1305;Não;40;Viaja raramente;12;Ensino Superior;Médio;M;Divorciado;4448;2;Não;12;1;15;3;Muito bom;7;4;7;7
1306;Não;54;Viaja raramente;7;Mestrado;Muito Alto;M;Casado;6854;4;Não;15;1;14;2;Bom;7;1;1;7
1307;Não;31;Viaja frequentemente;7;Mestrado;Baixo;M;Casado;9637;2;Não;14;2;9;3;Muito bom;3;2;2;2
1308;Não;28;Viaja raramente;1;Ensino Superior;Alto;M;Casado;3591;1;Não;25;1;3;3;Muito bom;3;2;1;2
1309;Não;38;Viaja raramente;2;Mestrado;Médio;M;Casado;5405;2;Sim;20;2;20;4;Bom;4;2;0;3
1310;Não;26;Viaja raramente;10;Ensino Superior;Alto;H;Solteiro;4684;1;Não;13;0;5;4;Muito bom;5;3;1;2
1311;Não;58;Viaja frequentemente;15;Mestrado;Baixo;H;Casado;15787;2;Sim;14;0;23;3;Muito bom;2;2;2;2
1312;Não;18;Não viaja;14;Ensino Superior;Médio;M;Solteiro;1514;1;Não;16;0;0;4;Ruim;0;0;0;0
1313;Sim;31;Viaja raramente;18;Doutorado;Muito Alto;H;Casado;2956;0;Não;17;0;2;4;Muito bom;1;0;0;0
1314;Sim;29;Viaja raramente;13;Ensino Superior;Baixo;H;Divorciado;2335;4;Sim;15;3;4;3;Muito bom;2;2;2;0
1315;Não;45;Não viaja;2;Mestrado;Alto;M;Casado;5154;4;Não;22;2;10;3;Excelente;8;7;5;7
1316;Não;36;Viaja raramente;2;Mestrado;Muito Alto;M;Casado;6962;4;Sim;22;1;15;2;Muito bom;1;0;0;0
1317;Não;43;Viaja frequentemente;2;Mestrado;Baixo;H;Casado;5675;1;Não;20;1;7;5;Muito bom;7;7;7;7
1318;Não;27;Viaja frequentemente;5;Ensino Técnico;Muito Alto;M;Solteiro;2379;0;Sim;14;0;6;3;Bom;5;4;0;2
1319;Não;29;Viaja frequentemente;20;Ensino Médio;Muito Alto;H;Casado;3812;1;Não;13;0;11;3;Excelente;11;8;3;10
1320;Não;32;Viaja frequentemente;10;Mestrado;Muito Alto;H;Solteiro;4648;8;Não;13;0;4;2;Excelente;0;0;0;0
1321;Não;42;Não viaja;10;Mestrado;Alto;H;Casado;2936;3;Não;22;2;10;1;Bom;6;3;3;3
1322;Não;47;Viaja raramente;9;Mestrado;Médio;M;Solteiro;2105;4;Não;12;0;7;2;Muito bom;2;2;2;0
1323;Não;46;Viaja raramente;2;Ensino Técnico;Muito Alto;H;Divorciado;8578;3;Não;14;1;12;4;Bom;9;8;4;7
1324;Não;28;Não viaja;1;Ensino Técnico;Alto;H;Divorciado;2706;1;Não;15;1;3;2;Muito bom;3;2;2;2
1325;Não;29;Viaja raramente;29;Ensino Médio;Muito Alto;H;Divorciado;6384;8;Não;17;2;11;3;Muito bom;7;0;1;6
1326;Não;42;Viaja raramente;8;Ensino Superior;Muito Alto;H;Solteiro;3968;4;Não;13;0;8;3;Muito bom;0;0;0;0
1327;Sim;32;Viaja raramente;2;Mestrado;Alto;H;Solteiro;9907;7;Sim;12;0;7;3;Bom;2;2;2;2
1328;Não;46;Viaja raramente;3;Ensino Superior;Baixo;M;Divorciado;13225;2;Não;12;1;25;5;Muito bom;19;17;2;8
1329;Não;27;Viaja raramente;23;Ensino Médio;Médio;M;Casado;3540;1;Não;21;1;9;5;Muito bom;9;8;5;8
1330;Não;29;Viaja raramente;6;Ensino Médio;Muito Alto;H;Casado;2804;1;Não;11;0;1;3;Muito bom;1;0;0;0
1331;Não;43;Viaja raramente;6;Ensino Superior;Baixo;M;Casado;19392;7;Não;13;0;21;2;Muito bom;16;12;6;14
1332;Não;48;Viaja raramente;10;Ensino Superior;Muito Alto;H;Casado;19665;4;Não;12;0;29;3;Muito bom;22;10;12;9
1333;Sim;29;Viaja frequentemente;24;Ensino Técnico;Muito Alto;H;Solteiro;2439;1;Sim;24;0;1;3;Bom;1;0;1;0
1334;Sim;46;Viaja raramente;10;Ensino Superior;Alto;M;Casado;7314;5;Não;21;3;14;2;Muito bom;8;7;0;7
1335;Não;27;Viaja frequentemente;15;Ensino Superior;Muito Alto;M;Casado;4774;0;Não;19;1;8;2;Bom;7;6;7;3
1336;Não;39;Viaja raramente;19;Mestrado;Muito Alto;H;Divorciado;3902;8;Não;14;3;7;2;Muito bom;2;2;2;2
1337;Não;55;Viaja raramente;2;Mestrado;Médio;H;Casado;2662;8;Não;20;1;19;2;Excelente;5;2;0;4
1338;Não;28;Viaja raramente;3;Ensino Superior;Médio;M;Casado;2856;1;Não;19;1;1;3;Muito bom;1;0;0;0
1339;Sim;30;Viaja raramente;9;Ensino Superior;Médio;H;Solteiro;1081;1;Não;13;0;1;3;Bom;1;0;0;0
1340;Sim;22;Viaja raramente;7;Ensino Médio;Muito Alto;H;Solteiro;2472;1;Sim;23;0;1;2;Muito bom;1;0;0;0
1341;Não;36;Viaja raramente;10;Mestrado;Médio;M;Casado;5673;1;Sim;13;1;10;4;Muito bom;10;9;1;7
1342;Não;31;Viaja raramente;20;Ensino Superior;Médio;H;Divorciado;4197;1;Não;11;1;10;2;Muito bom;10;8;0;2
1343;Não;34;Viaja raramente;4;Ensino Superior;Alto;H;Casado;9713;2;Sim;13;3;9;3;Muito bom;5;3;1;0
1344;Não;29;Viaja raramente;7;Ensino Superior;Muito Alto;H;Solteiro;2062;3;Não;14;0;11;2;Muito bom;3;2;1;2
1345;Não;37;Viaja raramente;7;Mestrado;Muito Alto;H;Casado;4284;5;Sim;22;1;16;2;Muito bom;5;3;0;4
1346;Não;35;Viaja raramente;16;Ensino Técnico;Muito Alto;M;Casado;4788;0;Sim;11;0;4;2;Muito bom;3;2;0;2
1347;Não;45;Viaja raramente;25;Ensino Técnico;Médio;M;Casado;5906;0;Não;13;2;10;2;Bom;9;8;3;8
1348;Não;36;Viaja frequentemente;2;Ensino Médio;Médio;H;Solteiro;3886;1;Não;21;0;10;2;Bom;10;1;0;8
1349;Não;40;Viaja raramente;1;Mestrado;Baixo;H;Divorciado;16823;2;Não;11;1;22;3;Muito bom;19;7;11;16
1350;Não;26;Viaja raramente;1;Ensino Técnico;Médio;M;Casado;2933;1;Sim;13;1;1;3;Bom;1;0;1;0
1351;Não;27;Viaja raramente;2;Ensino Técnico;Baixo;M;Solteiro;6500;0;Não;14;0;9;5;Bom;8;7;0;7
1352;Não;48;Viaja frequentemente;22;Ensino Superior;Muito Alto;M;Divorciado;17174;3;Não;11;1;24;3;Muito bom;22;17;4;7
1353;Não;44;Viaja raramente;1;Mestrado;Médio;H;Casado;5033;2;Não;15;1;10;5;Muito bom;2;0;2;2
1354;Sim;34;Não viaja;16;Mestrado;Muito Alto;H;Casado;2307;1;Sim;23;1;5;2;Muito bom;5;2;3;0
1355;Sim;56;Viaja raramente;24;Ensino Técnico;Baixo;H;Solteiro;2587;1;Não;16;0;5;3;Muito bom;4;2;1;0
1356;Não;36;Viaja raramente;17;Ensino Técnico;Alto;H;Casado;5507;2;Não;16;2;12;1;Ruim;4;2;1;3
1357;Não;41;Viaja raramente;8;Ensino Superior;Alto;M;Casado;4393;5;Não;21;1;14;3;Muito bom;5;4;1;4
1358;Não;42;Viaja raramente;6;Ensino Superior;Alto;H;Casado;13348;9;Não;13;1;18;3;Excelente;13;7;5;7
1359;Não;31;Viaja raramente;10;Ensino Técnico;Alto;M;Divorciado;6583;2;Sim;11;1;8;2;Muito bom;5;2;1;4
1360;Não;34;Viaja raramente;3;Ensino Médio;Muito Alto;M;Casado;8103;3;Sim;12;0;9;3;Bom;4;2;0;1
1361;Não;31;Viaja raramente;4;Ensino Superior;Baixo;M;Divorciado;3978;8;Não;12;1;4;0;Bom;2;2;2;2
1362;Não;26;Viaja frequentemente;6;Ensino Superior;Alto;H;Casado;2544;0;Não;18;1;8;3;Muito bom;7;7;7;7
1363;Não;45;Viaja frequentemente;1;Mestrado;Médio;H;Solteiro;5399;4;Não;12;0;12;3;Muito bom;4;2;0;3
1364;Não;33;Viaja raramente;10;Mestrado;Médio;H;Solteiro;5487;1;Não;14;0;10;2;Bom;10;4;0;9
1365;Não;28;Viaja frequentemente;1;Ensino Técnico;Alto;H;Casado;6834;1;Sim;12;1;7;2;Muito bom;7;7;0;7
1366;Sim;29;Viaja frequentemente;24;Ensino Superior;Alto;H;Solteiro;1091;1;Não;17;0;1;3;Muito bom;1;0;0;0
1367;Não;39;Não viaja;21;Mestrado;Baixo;M;Casado;5736;6;Não;19;1;10;1;Muito bom;3;2;1;2
1368;Não;27;Viaja raramente;2;Mestrado;Médio;H;Casado;2226;1;Não;11;1;6;3;Bom;5;3;1;2
1369;Não;34;Viaja frequentemente;22;Mestrado;Alto;H;Casado;5747;1;Sim;15;0;16;3;Muito bom;15;10;6;11
1370;Sim;28;Viaja raramente;13;Ensino Técnico;Muito Alto;M;Solteiro;9854;3;Sim;11;0;6;0;Muito bom;2;0;2;2
1371;Não;47;Não viaja;14;Mestrado;Alto;H;Casado;5467;8;Não;18;1;16;4;Excelente;8;7;1;7
1372;Não;56;Viaja raramente;11;Doutorado;Muito Alto;M;Casado;5380;4;Não;16;1;6;3;Muito bom;0;0;0;0
1373;Não;39;Viaja raramente;9;Ensino Técnico;Baixo;H;Casado;5151;1;Não;25;1;10;3;Muito bom;10;0;7;9
1374;Não;38;Viaja frequentemente;8;Ensino Superior;Muito Alto;M;Divorciado;2133;1;Sim;16;1;20;3;Muito bom;20;11;0;7
1375;Não;58;Viaja raramente;21;Ensino Superior;Muito Alto;M;Casado;17875;4;Sim;13;1;29;2;Bom;1;0;0;0
1376;Sim;32;Viaja frequentemente;5;Ensino Técnico;Baixo;M;Solteiro;2432;3;Sim;14;0;8;2;Muito bom;4;1;0;3
1377;Não;38;Viaja raramente;9;Ensino Técnico;Médio;H;Divorciado;4771;2;Não;19;2;10;0;Excelente;5;2;0;3
1378;Não;49;Viaja frequentemente;2;Ensino Médio;Médio;H;Casado;19161;3;Não;15;0;28;3;Muito bom;5;4;4;3
1379;Não;42;Viaja raramente;12;Mestrado;Médio;H;Divorciado;5087;3;Sim;12;2;14;4;Muito bom;0;0;0;0
1380;Sim;27;Viaja frequentemente;22;Ensino Superior;Baixo;M;Casado;2863;1;Não;12;0;1;2;Muito bom;1;0;0;0
1381;Não;35;Viaja raramente;18;Mestrado;Médio;H;Casado;5561;0;Não;16;1;6;2;Ruim;5;3;0;4
1382;Não;28;Não viaja;16;Ensino Superior;Alto;H;Solteiro;2144;1;Não;14;0;5;3;Bom;5;3;1;4
1383;Não;31;Não viaja;3;Ensino Técnico;Alto;H;Divorciado;3065;1;Sim;13;1;4;3;Excelente;4;2;2;3
1384;Não;36;Não viaja;9;Mestrado;Baixo;H;Casado;2810;1;Não;22;0;5;3;Muito bom;5;4;0;2
1385;Não;34;Viaja raramente;1;Ensino Superior;Baixo;H;Solteiro;9888;1;Não;21;0;14;3;Bom;14;8;2;1
1386;Não;34;Viaja raramente;13;Mestrado;Muito Alto;H;Divorciado;8628;1;Não;18;1;9;2;Bom;8;7;1;1
1387;Não;26;Viaja raramente;1;Ensino Superior;Alto;H;Solteiro;2867;0;Não;13;0;8;6;Bom;7;7;7;6
1388;Não;29;Viaja raramente;1;Ensino Superior;Baixo;H;Casado;5373;0;Não;12;1;6;5;Bom;5;3;0;2
1389;Não;32;Não viaja;15;Mestrado;Alto;M;Divorciado;6667;5;Não;18;1;9;6;Muito bom;5;1;1;2
1390;Não;31;Viaja frequentemente;1;Ensino Superior;Muito Alto;H;Casado;5003;1;Não;21;0;10;6;Muito bom;10;8;8;7
1391;Sim;28;Viaja raramente;17;Ensino Superior;Alto;H;Divorciado;2367;5;Não;12;1;6;2;Bom;4;1;0;3
1392;Não;38;Viaja raramente;1;Ensino Superior;Baixo;H;Solteiro;2858;4;Não;14;0;20;3;Bom;1;0;0;0
1393;Não;35;Viaja raramente;7;Mestrado;Alto;M;Casado;5204;1;Sim;11;0;10;2;Muito bom;10;8;0;9
1394;Não;27;Viaja raramente;9;Ensino Superior;Muito Alto;H;Solteiro;4105;1;Não;14;0;7;5;Muito bom;7;7;0;7
1395;Não;32;Viaja raramente;5;Mestrado;Muito Alto;H;Solteiro;9679;8;Não;24;0;8;1;Muito bom;1;0;0;0
1396;Sim;31;Viaja frequentemente;26;Mestrado;Baixo;H;Casado;5617;1;Sim;11;0;10;4;Muito bom;10;7;0;8
1397;Sim;53;Viaja raramente;24;Mestrado;Baixo;H;Solteiro;10448;6;Sim;13;0;15;2;Bom;2;2;2;2
1398;Não;54;Viaja raramente;9;Ensino Técnico;Baixo;M;Casado;2897;3;Não;11;2;9;6;Bom;4;3;2;3
1399;Não;33;Viaja frequentemente;7;Ensino Técnico;Muito Alto;H;Divorciado;5968;1;Não;20;3;9;2;Muito bom;9;7;2;8
1400;Não;43;Viaja raramente;11;Ensino Superior;Baixo;H;Casado;7510;1;Não;17;1;10;1;Muito bom;10;9;0;9
1401;Não;38;Viaja frequentemente;1;Mestrado;Muito Alto;H;Casado;2991;0;Sim;11;1;7;2;Muito bom;6;2;1;2
1402;Não;55;Viaja raramente;26;Mestrado;Alto;H;Casado;19636;4;Sim;18;1;35;0;Muito bom;10;9;1;4
1403;Não;31;Viaja raramente;2;Ensino Médio;Muito Alto;M;Divorciado;1129;1;Sim;11;3;1;4;Muito bom;1;0;0;0
1404;Não;39;Viaja raramente;15;Mestrado;Médio;H;Solteiro;13341;0;Não;12;0;21;3;Muito bom;20;8;11;10
1405;Não;42;Não viaja;23;Ensino Técnico;Muito Alto;H;Solteiro;4332;1;Não;12;0;20;2;Muito bom;20;9;3;7
1406;Não;31;Não viaja;10;Ensino Superior;Alto;M;Casado;11031;4;Não;20;1;13;2;Excelente;11;7;4;8
1407;Não;54;Viaja raramente;10;Ensino Superior;Alto;M;Solteiro;4440;6;Sim;19;0;9;3;Muito bom;5;2;1;4
1408;Não;24;Viaja raramente;1;Ensino Técnico;Médio;H;Solteiro;4617;1;Não;12;0;4;2;Bom;4;3;1;2
1409;Não;23;Viaja raramente;12;Ensino Técnico;Muito Alto;H;Solteiro;2647;1;Não;13;0;5;6;Excelente;5;2;1;4
1410;Não;40;Viaja frequentemente;11;Ensino Superior;Muito Alto;M;Casado;6323;1;Não;11;1;10;2;Excelente;10;9;9;4
1411;Não;40;Viaja raramente;2;Ensino Técnico;Médio;M;Casado;5677;3;Não;14;1;15;4;Muito bom;11;8;5;10
1412;Não;25;Viaja raramente;2;Ensino Superior;Alto;M;Casado;2187;4;Não;14;0;6;3;Muito bom;2;0;1;2
1413;Não;30;Viaja raramente;1;Ensino Técnico;Muito Alto;H;Casado;3748;1;Não;13;0;12;6;Bom;12;8;1;7
1414;Não;25;Viaja raramente;2;Ensino Médio;Muito Alto;H;Divorciado;3977;6;Sim;19;1;7;2;Bom;2;2;0;2
1415;Não;47;Viaja raramente;25;Ensino Superior;Baixo;H;Solteiro;8633;2;Não;23;0;25;3;Muito bom;17;14;12;11
1416;Não;33;Não viaja;1;Ensino Técnico;Médio;H;Divorciado;2008;1;Não;12;3;1;2;Bom;1;1;0;0
1417;Não;38;Viaja raramente;1;Mestrado;Muito Alto;H;Casado;4440;0;Não;15;2;16;3;Muito bom;15;13;5;8
1418;Não;31;Viaja raramente;2;Ensino Técnico;Baixo;H;Casado;3067;0;Não;19;1;3;1;Muito bom;2;2;1;2
1419;Não;38;Viaja frequentemente;6;Mestrado;Baixo;H;Casado;5321;2;Não;11;1;10;1;Muito bom;8;3;7;7
1420;Não;42;Viaja raramente;18;Mestrado;Muito Alto;H;Divorciado;5410;6;Sim;17;1;9;3;Bom;4;3;1;2
1421;Não;41;Viaja raramente;1;Ensino Superior;Muito Alto;H;Casado;2782;3;Não;22;1;12;3;Muito bom;5;3;1;0
1422;Não;47;Não viaja;1;Ensino Médio;Alto;M;Casado;11957;0;Não;18;2;14;3;Ruim;13;8;5;12
1423;Não;35;Viaja raramente;11;Mestrado;Muito Alto;H;Casado;2660;7;Sim;11;1;5;3;Muito bom;2;2;2;2
1424;Não;22;Viaja raramente;1;Ensino Técnico;Muito Alto;H;Solteiro;3375;0;Não;12;0;4;2;Excelente;3;2;1;2
1425;Não;35;Viaja raramente;9;Mestrado;Médio;H;Solteiro;5098;1;Não;19;0;10;5;Muito bom;10;7;0;8
1426;Não;33;Viaja raramente;15;Ensino Técnico;Médio;M;Casado;4878;0;Sim;13;1;10;6;Muito bom;9;7;8;1
1427;Não;32;Viaja raramente;29;Mestrado;Alto;M;Solteiro;2837;1;Não;13;0;6;3;Muito bom;6;2;4;1
1428;Não;40;Viaja raramente;1;Mestrado;Baixo;H;Casado;2406;8;Não;19;2;8;3;Bom;1;0;0;0
1429;Não;32;Viaja raramente;1;Mestrado;Médio;H;Casado;2269;0;Não;14;1;3;2;Muito bom;2;2;2;2
1430;Não;39;Viaja raramente;24;Ensino Médio;Baixo;H;Solteiro;4108;7;Não;13;0;18;2;Muito bom;7;7;1;7
1431;Não;38;Viaja raramente;10;Ensino Superior;Médio;M;Casado;13206;3;Não;12;1;20;3;Muito bom;18;16;1;11
1432;Não;32;Viaja raramente;1;Mestrado;Alto;M;Casado;10422;1;Não;19;2;14;3;Muito bom;14;10;5;7
1433;Não;37;Viaja raramente;10;Ensino Superior;Alto;M;Casado;13744;1;Sim;25;1;16;2;Muito bom;16;11;6;8
